date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:18:15	29622/29622	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:18:18%20GMT	http://www.w3school.com.cn/jquerymobile/jquerymobile_ref_data.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/jquerymobile/jquerymobile_ref_data.html	(from http://www.w3school.com.cn/)
02:18:15	19411/19411	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:18:18%20GMT	http://www.w3school.com.cn/vbscript/vbscript_ref_functions.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/vbscript/vbscript_ref_functions.html	(from http://www.w3school.com.cn/)
02:18:19	7328/7328	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:18:22%20GMT	http://www.w3school.com.cn/ado/ado_reference.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/ado/ado_reference.html	(from http://www.w3school.com.cn/)
02:18:19	10820/10820	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:18:23%20GMT	http://www.w3school.com.cn/aspnet/aspnet_reference.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/aspnet/aspnet_reference.html	(from http://www.w3school.com.cn/)
02:18:40	9516/9516	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:18:22%20GMT	http://www.w3school.com.cn/asp/asp_ref.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/asp/asp_ref.html	(from http://www.w3school.com.cn/)
02:19:29	12475/12475	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:18:23%20GMT	http://www.w3school.com.cn/php/php_ref.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/php/php_ref.html	(from http://www.w3school.com.cn/)
02:19:30	12906/12906	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:19:33%20GMT	http://www.w3school.com.cn/xmldom/xmldom_reference.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/xmldom/xmldom_reference.html	(from http://www.w3school.com.cn/)
02:19:31	14225/14225	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:19:34%20GMT	http://www.w3school.com.cn/xsl/xsl_w3celementref.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/xsl/xsl_w3celementref.html	(from http://www.w3school.com.cn/)
02:19:32	27853/27853	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:19:34%20GMT	http://www.w3school.com.cn/xpath/xpath_functions.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/xpath/xpath_functions.html	(from http://www.w3school.com.cn/)
02:19:32	11372/11372	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:19:35%20GMT	http://www.w3school.com.cn/xslfo/xslfo_reference.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/xslfo/xslfo_reference.html	(from http://www.w3school.com.cn/)
02:19:32	14202/14202	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:19:35%20GMT	http://www.w3school.com.cn/wap/wml_reference.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/wap/wml_reference.html	(from http://www.w3school.com.cn/)
02:19:33	14978/14978	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:19:36%20GMT	http://www.w3school.com.cn/glossary/index.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/glossary/index.html	(from http://www.w3school.com.cn/)
02:19:34	20845/20845	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:19:37%20GMT	http://www.w3school.com.cn/tags/html_ref_charactersets.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/tags/html_ref_charactersets.html	(from http://www.w3school.com.cn/)
02:19:35	29813/29813	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:19:38%20GMT	http://www.w3school.com.cn/tags/html_ref_ascii.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/tags/html_ref_ascii.html	(from http://www.w3school.com.cn/)
02:19:45	26212/26212	---M--	200	added ('OK')	text/html	etag:%227d2993e48e8cce1:2b6e%22	http://www.w3school.com.cn/tags/html_ref_entities.html	C:/My%20Websites/W3CN/www.w3school.com.cn/tags/html_ref_entities.html	(from http://www.w3school.com.cn/)
02:19:57	25338/25338	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:20:00%20GMT	http://www.w3school.com.cn/example/html_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/example/html_examples.html	(from http://www.w3school.com.cn/)
02:19:57	31735/31735	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:20:00%20GMT	http://www.w3school.com.cn/example/csse_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/example/csse_examples.html	(from http://www.w3school.com.cn/)
02:19:58	12213/12213	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:20:01%20GMT	http://www.w3school.com.cn/example/xmle_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/example/xmle_examples.html	(from http://www.w3school.com.cn/)
02:19:58	15089/15089	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:20:01%20GMT	http://www.w3school.com.cn/example/jseg_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/example/jseg_examples.html	(from http://www.w3school.com.cn/)
02:19:59	12611/12611	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:20:02%20GMT	http://www.w3school.com.cn/example/jsrf_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/example/jsrf_examples.html	(from http://www.w3school.com.cn/)
02:20:00	16526/16526	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:20:03%20GMT	http://www.w3school.com.cn/example/hdom_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/example/hdom_examples.html	(from http://www.w3school.com.cn/)
02:20:00	11797/11797	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:20:03%20GMT	http://www.w3school.com.cn/jquery/jquery_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/jquery/jquery_examples.html	(from http://www.w3school.com.cn/)
02:21:52	20908/20908	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:21:55%20GMT	http://www.w3school.com.cn/example/xdom_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/example/xdom_examples.html	(from http://www.w3school.com.cn/)
02:21:52	6795/6795	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202015%2018:21:56%20GMT	http://www.w3school.com.cn/example/ajax_examples.asp	C:/My%20Websites/W3CN/www.w3school.com.cn/example/ajax_examples.html	(from http://www.w3school.com.cn/)
